utc_time,TOF_Alt,Magx,Magy,Magz,Mag_heading,accelx,accely,accelz,angle roll,pitch,yaw,ldr
2014-09-24T01:30:24Z,2496.488,3.0212,2.1591,0.2401,35.552,-0.00233,-0.0125,0.04508,0.471,-2.7827,150.3124,0.71052
2014-09-24T01:30:25Z,2496.273,3.3312,2.2988,0.1294,34.609,-0.03796,0.05744,-0.00609,0.5226,-2.7403,150.1922,0.72598
2014-09-24T01:30:26Z,2496.334,3.0315,2.0964,0.2942,34.665,-0.01943,0.03235,0.01326,0.5851,-2.7264,150.2361,0.71396
2014-09-24T01:30:27Z,2496.02,2.8829,2.3713,0.1034,39.438,-0.00207,0.03851,-0.00632,0.5977,-2.7757,150.5232,0.71528
2014-09-24T01:30:28Z,2495.775,3.2031,2.1543,0.3224,33.924,-0.00523,0.09605,0.01928,0.5961,-2.6849,150.4006,0.70875
2014-09-24T01:30:29Z,2495.512,3.1108,2.4371,0.1298,38.076,0.02493,0.04976,0.022,0.5544,-2.6404,150.5342,0.71858
2014-09-24T01:30:30Z,2495.836,3.1215,2.2524,0.1408,35.814,0.03859,0.10638,0.03823,0.8467,-2.7998,150.3577,0.70845
2014-09-24T01:30:31Z,2494.663,3.1896,2.4681,0.0799,37.733,0.01569,0.02381,0.04755,0.6699,-2.7323,150.3324,0.72692
2014-09-24T01:30:32Z,2494.337,2.9103,2.1449,0.0964,36.39,0.05472,0.03185,0.0324,0.722,-2.6586,150.2575,0.70692
2014-09-24T01:30:33Z,2493.937,2.9865,2.2163,0.1463,36.579,0.00052,0.07793,-0.00585,0.6402,-2.8222,150.5359,0.7131
2014-09-24T01:30:34Z,2494.137,2.9763,2.3791,-0.0542,38.636,0.0173,0.05027,-0.01768,0.7158,-2.7654,150.4934,0.70787
2014-09-24T01:30:35Z,2494.01,2.8054,2.5018,0.1657,41.727,0.02,0.06642,0.02959,0.7348,-2.7885,150.4249,0.72529
2014-09-24T01:30:36Z,2493.261,2.9573,2.5813,0.1384,41.116,0.04918,0.05585,0.05457,0.5869,-2.6941,150.3996,0.71956
2014-09-24T01:30:37Z,2492.688,3.1949,2.3424,0.2683,36.247,0.02511,0.05502,0.01691,0.7021,-2.8754,150.6048,0.72944
2014-09-24T01:30:38Z,2492.368,3.0272,2.6164,0.2317,40.836,0.02639,0.0509,-0.02019,0.72,-2.6013,150.4876,0.71714
2014-09-24T01:30:39Z,2492.552,2.7862,2.3012,0.1187,39.554,-0.01773,0.06292,0.07058,0.7501,-2.6661,150.5019,0.73017
2014-09-24T01:30:40Z,2492.247,2.7519,2.514,0.1437,42.413,0.00173,0.07439,0.03117,0.7319,-2.6542,150.4717,0.73152
2014-09-24T01:30:41Z,2491.834,3.2323,2.2125,0.1662,34.391,0.05221,0.09862,0.02368,0.8401,-2.8831,150.5042,0.72952
2014-09-24T01:30:42Z,2491.061,2.9669,2.4219,0.3384,39.225,-0.02648,0.05312,-0.00933,0.9675,-2.7698,150.6132,0.729
2014-09-24T01:30:43Z,2491.02,2.8801,2.0118,0.1076,34.935,0.05956,0.04825,0.02074,0.8851,-2.56,150.4297,0.73076
2014-09-24T01:30:44Z,2490.619,2.9334,2.1994,0.118,36.863,0.03905,0.04494,0.03797,0.799,-2.686,150.5926,0.72328
2014-09-24T01:30:45Z,2490.287,2.75,2.4422,0.0772,41.607,0.00845,0.09465,0.03384,0.8299,-2.8024,150.6933,0.72284
2014-09-24T01:30:46Z,2490.143,3.182,2.1797,0.042,34.411,0.00692,0.07507,0.00473,0.9009,-2.6394,150.6025,0.73666
2014-09-24T01:30:47Z,2489.538,2.9071,2.4454,0.221,40.07,0.0757,0.01025,0.02077,0.8364,-2.5954,150.7295,0.7302
2014-09-24T01:30:48Z,2489.313,3.1682,2.5217,0.2107,38.518,0.06416,0.00905,0.00726,0.9924,-2.5999,150.7713,0.73761
2014-09-24T01:30:49Z,2488.71,2.9684,2.3154,0.3188,37.955,0.02646,0.03677,0.06473,1.0947,-2.6471,150.7408,0.7472
2014-09-24T01:30:50Z,2488.392,3.1722,2.2498,0.2947,35.345,0.03338,0.06318,0.04596,0.9586,-2.5369,150.6099,0.73193
2014-09-24T01:30:51Z,2488.111,2.9933,2.3285,0.4304,37.879,0.01443,0.05648,0.01094,1.0289,-2.6765,150.6732,0.73157
2014-09-24T01:30:52Z,2486.973,3.0811,2.2602,0.1835,36.263,0.03452,0.07008,-0.0047,1.0066,-2.5698,150.7244,0.73453
2014-09-24T01:30:53Z,2486.96,3.0576,2.394,0.1649,38.06,0.01487,0.05272,0.03192,1.0084,-2.5949,150.656,0.73818
2014-09-24T01:30:54Z,2486.489,3.0406,2.4292,0.061,38.622,0.03032,0.09193,0.01311,1.0918,-2.6091,150.6658,0.7435
2014-09-24T01:30:55Z,2486.008,2.9966,2.3727,0.2608,38.372,0.0781,0.07619,0.01543,1.0412,-2.6214,150.6729,0.73907
2014-09-24T01:30:56Z,2485.707,2.9066,2.6742,0.2031,42.616,0.03102,0.05871,-0.00203,1.0472,-2.6113,150.9967,0.75661
2014-09-24T01:30:57Z,2485.892,3.2251,2.319,0.2564,35.718,0.00776,0.08529,0.00153,0.9997,-2.5739,150.7283,0.74402
2014-09-24T01:30:58Z,2484.627,2.8002,2.6413,0.0776,43.327,0.00036,0.01532,0.03134,1.1518,-2.5926,150.8754,0.74755
2014-09-24T01:30:59Z,2484.825,2.9332,2.2802,0.2267,37.861,0.03825,0.0543,0.02106,1.2491,-2.5033,150.6947,0.74164
2014-09-24T01:31:00Z,2483.447,2.9334,2.4531,0.2123,39.904,0.0166,0.05974,0.0906,1.2374,-2.5976,150.9649,0.75064
2014-09-24T01:31:01Z,2483.464,2.9881,2.6237,0.2057,41.285,0.04234,0.07123,0.0435,1.3171,-2.4219,150.7699,0.7415
2014-09-24T01:31:02Z,2483.178,2.8603,2.6204,0.1236,42.493,-0.00376,0.01317,0.0003,1.1606,-2.5866,150.8261,0.73856
2014-09-24T01:31:03Z,2482.861,2.969,2.3921,0.3109,38.858,0.05453,0.04942,-0.00884,1.2993,-2.4593,150.6506,0.75151
2014-09-24T01:31:04Z,2482.434,2.8936,2.543,0.3971,41.31,0.01131,0.06581,0.03996,1.1595,-2.4486,150.9585,0.74435
2014-09-24T01:31:05Z,2481.987,2.6788,2.5275,0.0812,43.335,0.03951,0.0676,0.02054,1.3209,-2.5052,150.9932,0.74729
2014-09-24T01:31:06Z,2481.106,2.9154,2.3885,0.2644,39.327,0.03044,0.08519,0.0642,1.4119,-2.5051,150.7542,0.75368
2014-09-24T01:31:07Z,2480.58,2.7462,2.5666,-0.0953,43.064,0.08239,0.07444,0.03841,1.3363,-2.5623,151.0034,0.74742
2014-09-24T01:31:08Z,2480.551,2.6477,2.7577,0.2594,46.165,0.04425,0.05374,-0.01774,1.4454,-2.5382,150.7652,0.74558
2014-09-24T01:31:09Z,2479.688,2.9262,2.5542,0.0057,41.117,0.08913,0.072,0.00678,1.2803,-2.472,150.9751,0.74293
2014-09-24T01:31:10Z,2478.807,2.9767,2.5735,0.1404,40.846,0.05504,0.04995,0.01584,1.3332,-2.486,150.8961,0.75613
2014-09-24T01:31:11Z,2478.35,2.9797,2.594,0.0617,41.042,0.07719,0.05851,0.04422,1.2862,-2.3806,151.0715,0.74531
2014-09-24T01:31:12Z,2477.914,2.9829,2.2786,0.1715,37.376,0.03686,0.07457,0.0073,1.3776,-2.5044,150.9757,0.74802
2014-09-24T01:31:13Z,2477.893,2.6044,2.5709,0.277,44.628,0.05124,0.05342,0.03789,1.4116,-2.4924,151.0569,0.75109
2014-09-24T01:31:14Z,2477.248,2.6876,2.3542,0.0075,41.216,0.07358,0.06345,0.00111,1.4071,-2.5869,151.1005,0.75141
2014-09-24T01:31:15Z,2476.913,3.1847,2.4226,0.1574,37.26,0.06626,0.07829,0.03511,1.382,-2.3951,150.9605,0.75758
2014-09-24T01:31:16Z,2475.991,2.7295,2.8406,0.1422,46.143,0.05743,0.07191,0.04466,1.3955,-2.3952,150.9996,0.74923
2014-09-24T01:31:17Z,2475.66,2.9751,2.4828,0.3517,39.845,0.03646,0.08479,0.07239,1.4769,-2.3542,150.9043,0.76109
2014-09-24T01:31:18Z,2475.282,2.7775,2.4142,0.2369,40.998,0.0412,0.11201,0.04243,1.451,-2.3426,150.9983,0.74837
2014-09-24T01:31:19Z,2474.409,2.8902,2.7033,0.0762,43.086,0.07412,0.07121,0.01632,1.3858,-2.355,151.2339,0.75358
2014-09-24T01:31:20Z,2474.126,2.7801,2.3926,0.1469,40.716,0.07983,0.04195,0.07451,1.3403,-2.3446,151.1296,0.74938
2014-09-24T01:31:21Z,2473.179,2.9572,2.4729,0.3498,39.903,0.03186,0.06611,0.03304,1.4584,-2.3552,150.9625,0.76782
2014-09-24T01:31:22Z,2472.723,2.8905,2.7319,0.2657,43.384,0.02859,0.06487,0.0574,1.4092,-2.3358,151.2429,0.74847
2014-09-24T01:31:23Z,2472.151,2.8,2.5557,0.1026,42.388,0.02507,0.06833,0.02318,1.4666,-2.5372,151.1315,0.74938
2014-09-24T01:31:24Z,2471.296,2.7074,2.3201,0.1678,40.595,0.06891,0.0902,0.04121,1.513,-2.4708,151.1885,0.75255
2014-09-24T01:31:25Z,2471.311,2.9015,2.6399,0.1711,42.297,0.02542,0.01055,0.01935,1.5484,-2.4768,151.1673,0.74965
2014-09-24T01:31:26Z,2470.396,2.6772,2.504,0.141,43.086,0.06959,0.09033,0.04787,1.5199,-2.2671,151.173,0.75443
2014-09-24T01:31:27Z,2469.981,2.9202,2.799,0.0238,43.786,0.06327,0.09857,0.06035,1.7614,-2.4243,150.944,0.76186
2014-09-24T01:31:28Z,2469.556,3.2471,2.4816,0.1272,37.389,0.03648,0.06634,0.02832,1.4979,-2.4045,151.2673,0.75331
2014-09-24T01:31:29Z,2468.95,3.0529,2.735,0.334,41.856,0.08969,0.06677,0.02735,1.7081,-2.3472,150.9439,0.75369
2014-09-24T01:31:30Z,2468.428,2.9553,2.8483,0.1571,43.944,0.01451,0.04575,0.05048,1.6108,-2.4402,151.2837,0.75045
2014-09-24T01:31:31Z,2467.558,2.8323,2.4594,0.185,40.969,0.09303,0.05177,0.02136,1.5834,-2.3033,151.2048,0.74829
2014-09-24T01:31:32Z,2466.836,2.5518,2.563,0.2096,45.126,0.05998,0.06887,0.00447,1.695,-2.4972,151.2911,0.75314
2014-09-24T01:31:33Z,2466.344,2.6413,2.6549,0.4174,45.147,0.00064,0.06708,0.05168,1.6236,-2.414,151.2361,0.75245
2014-09-24T01:31:34Z,2465.164,3.0301,2.4735,0.1967,39.225,0.09273,0.06908,0.04059,1.6069,-2.297,151.3373,0.76178
2014-09-24T01:31:35Z,2464.627,2.7164,2.6473,0.3053,44.262,0.0777,0.06654,0.04049,1.8261,-2.4053,151.2472,0.74472
2014-09-24T01:31:36Z,2464.044,2.7271,2.5777,0.1362,43.387,0.04315,0.07314,0.05717,1.5187,-2.1951,151.2864,0.764
2014-09-24T01:31:37Z,2463.527,2.8042,2.5793,0.1702,42.608,0.03019,0.07016,0.06108,1.6857,-2.2884,151.3114,0.75115
2014-09-24T01:31:38Z,2463.381,2.6663,2.6276,0.1975,44.581,0.01553,0.02469,0.04097,1.7314,-2.1947,151.4714,0.75346
2014-09-24T01:31:39Z,2462.284,2.6395,2.6363,0.119,44.965,0.11559,0.07092,0.01735,1.8396,-2.2497,151.3562,0.74369
2014-09-24T01:31:40Z,2461.824,2.8129,2.6547,0.1762,43.343,0.03256,0.09638,0.02988,1.7056,-2.2725,151.1771,0.75662
2014-09-24T01:31:41Z,2461.762,2.6832,2.5443,0.2854,43.479,0.0245,0.04905,0.06089,1.9607,-2.3444,151.265,0.74435
2014-09-24T01:31:42Z,2460.529,2.7038,2.5565,0.1168,43.395,0.06322,0.08701,0.05009,1.8187,-2.1835,151.3937,0.75492
2014-09-24T01:31:43Z,2460.254,2.6945,2.6262,0.1969,44.265,0.01601,0.02639,0.03336,1.5785,-2.2157,151.4725,0.75402
2014-09-24T01:31:44Z,2459.007,2.8881,2.6429,0.268,42.462,0.03285,0.04837,0.02791,1.6613,-2.0774,151.2868,0.74907
2014-09-24T01:31:45Z,2458.594,2.7718,2.5883,0.1148,43.039,0.08269,0.03289,0.06339,1.8061,-2.1711,151.5956,0.73501
2014-09-24T01:31:46Z,2457.662,2.7774,2.7078,0.3069,44.273,0.06984,0.08319,0.04282,1.705,-2.2624,151.4017,0.76867
2014-09-24T01:31:47Z,2457.2,2.8907,2.3916,0.2048,39.602,0.049,0.08951,0.06759,1.8495,-2.2007,151.4387,0.74278
2014-09-24T01:31:48Z,2456.933,2.7765,2.5585,0.1811,42.66,0.05953,0.04581,0.07117,1.7783,-2.1833,151.2837,0.75322
2014-09-24T01:31:49Z,2455.349,2.7546,2.6321,-0.003,43.697,0.04843,0.07736,0.04178,1.7277,-2.1173,151.5331,0.74502
2014-09-24T01:31:50Z,2455.417,2.863,2.5495,0.1605,41.684,0.05835,0.08914,0.07376,1.7548,-2.0978,151.3894,0.75904
2014-09-24T01:31:51Z,2454.654,2.89,2.9272,0.2352,45.366,0.04126,0.04684,0.05389,1.9084,-2.2098,151.3719,0.74742
2014-09-24T01:31:52Z,2453.665,2.7654,2.6909,0.3727,44.218,0.0462,0.05069,0.05753,1.6866,-2.2874,151.4272,0.74422
2014-09-24T01:31:53Z,2452.665,2.7972,2.7198,0.2551,44.196,0.04584,0.06557,-0.00347,1.94,-2.3318,151.6096,0.75478
2014-09-24T01:31:54Z,2452.49,2.6643,2.6249,0.311,44.573,0.04336,0.02594,0.02739,1.95,-2.268,151.5303,0.73961
2014-09-24T01:31:55Z,2451.568,2.65,2.7002,0.0777,45.538,0.08799,0.04954,0.02915,1.8451,-2.2175,151.4071,0.74624
2014-09-24T01:31:56Z,2451.119,2.8913,2.5247,0.186,41.128,0.08153,0.10014,0.04451,1.7666,-2.0431,151.4554,0.75482
2014-09-24T01:31:57Z,2450.326,2.84,2.6865,0.3209,43.409,0.03936,0.03384,0.05574,1.9305,-2.0353,151.6617,0.76109
2014-09-24T01:31:58Z,2450.155,2.838,2.5755,0.1102,42.224,0.03319,0.06746,0.05716,1.854,-2.0734,151.5094,0.74108
2014-09-24T01:31:59Z,2448.782,2.8099,2.6802,0.2957,43.646,0.05949,0.05899,0.06083,1.7784,-2.0452,151.6014,0.74361
2014-09-24T01:32:00Z,2447.775,2.7723,2.3431,0.2726,40.203,0.11768,0.04157,0.03696,2.0588,-2.1936,151.6382,0.75105
2014-09-24T01:32:01Z,2447.459,2.8665,2.5622,0.2269,41.791,0.03847,0.05097,0.07177,1.8416,-2.2517,151.2281,0.73197
2014-09-24T01:32:02Z,2446.732,2.8995,2.9558,0.1667,45.551,0.0605,0.08902,0.10011,1.8007,-2.2044,151.7086,0.75852
2014-09-24T01:32:03Z,2446.385,2.8926,2.8651,0.101,44.727,0.06711,0.05881,0.04645,1.9471,-2.2801,151.5092,0.73938
2014-09-24T01:32:04Z,2445.452,2.7382,2.9435,0.3773,47.069,0.06254,0.06248,0.03908,1.9245,-2.1999,151.5706,0.74358
2014-09-24T01:32:05Z,2444.531,2.9588,2.9589,0.2632,45.001,0.05415,0.08452,0.03894,2.0542,-2.1448,151.7728,0.74886
2014-09-24T01:32:06Z,2444.16,2.7817,2.8561,0.2341,45.756,0.09483,0.03703,0.0586,1.9101,-2.0845,151.7757,0.74688
2014-09-24T01:32:07Z,2442.469,2.8408,2.6934,0.159,43.474,0.07766,0.01785,0.04371,1.9159,-2.0805,151.6925,0.73846
2014-09-24T01:32:08Z,2441.895,2.7852,2.6104,0.2042,43.144,0.08779,0.08799,0.01399,1.9771,-2.14,151.7282,0.75963
2014-09-24T01:32:09Z,2441.024,2.7773,2.943,0.2171,46.66,0.08172,0.04695,0.02122,1.9708,-2.0329,151.7653,0.72494
2014-09-24T01:32:10Z,2440.436,2.6268,2.7853,0.2407,46.678,0.08967,0.06564,0.08353,1.9776,-2.1256,151.8226,0.73626
2014-09-24T01:32:11Z,2439.312,2.8401,3.1552,0.2743,48.009,0.10726,0.02399,0.09046,1.9851,-2.0648,151.8474,0.73982
2014-09-24T01:32:12Z,2439.233,3.1579,2.7302,0.1227,40.846,0.10125,0.05252,0.0988,1.9804,-2.148,151.7145,0.737
2014-09-24T01:32:13Z,2438.145,2.6725,3.0863,0.0545,49.11,0.12642,0.01513,0.06484,1.9376,-1.9657,151.6421,0.75404
2014-09-24T01:32:14Z,2436.916,2.7371,2.7724,0.2098,45.366,0.09905,0.0439,0.03479,2.041,-2.0447,151.7023,0.7307
2014-09-24T01:32:15Z,2436.28,2.6565,3.001,0.0268,48.484,0.05219,0.02586,0.049,1.9488,-1.9857,151.7526,0.75611
2014-09-24T01:32:16Z,2435.945,2.6468,3.0593,0.1692,49.135,0.09042,0.01986,0.02304,2.045,-2.131,151.7466,0.74111
2014-09-24T01:32:17Z,2435.324,2.9486,2.6561,0.1508,42.012,0.08731,0.03397,0.02246,2.0945,-2.0134,151.6626,0.73213
2014-09-24T01:32:18Z,2434.922,2.6126,2.7411,0.251,46.375,0.11786,-0.01604,0.06747,1.9319,-1.9753,151.8195,0.7259
2014-09-24T01:32:19Z,2434.43,2.6391,2.6634,0.4002,45.262,0.04597,0.01204,0.07494,2.1808,-2.1783,151.631,0.74067
2014-09-24T01:32:20Z,2432.739,2.4705,2.6401,0.0077,46.9,0.08439,0.06034,0.1108,1.9336,-1.9151,151.8082,0.73646
2014-09-24T01:32:21Z,2431.427,2.5929,2.9303,0.4298,48.496,0.0537,0.04921,0.06013,1.9361,-2.1022,151.8265,0.74366
2014-09-24T01:32:22Z,2430.203,2.448,2.8063,0.1793,48.901,0.08383,0.0134,0.02864,2.0374,-1.9792,151.8349,0.73786
2014-09-24T01:32:23Z,2430.214,2.795,2.8474,0.2374,45.532,0.06593,0.05369,0.05991,2.031,-1.8468,151.9204,0.74881
2014-09-24T01:32:24Z,2429.003,3.1179,2.9285,0.0614,43.205,0.08356,0.01778,0.05626,2.0027,-1.9073,151.919,0.73973
2014-09-24T01:32:25Z,2428.305,2.6399,2.5712,0.3027,44.244,0.03659,0.05752,0.05141,2.0635,-2.0967,152.0812,0.73719
2014-09-24T01:32:26Z,2427.395,2.4422,3.0479,0.2073,51.296,0.09195,0.03631,0.07265,2.0191,-1.9855,151.819,0.74808
2014-09-24T01:32:27Z,2426.715,2.8241,2.8073,0.1971,44.828,0.07753,0.0308,0.03406,2.1647,-1.8665,151.9104,0.74183
2014-09-24T01:32:28Z,2426.289,2.5767,2.9438,0.0097,48.805,0.07644,0.03639,0.06805,1.9956,-2.0244,151.9158,0.74593
2014-09-24T01:32:29Z,2425.118,2.8782,2.9625,0.211,45.827,0.12165,0.10238,0.08144,1.9316,-1.9817,151.9228,0.74865
2014-09-24T01:32:30Z,2424.15,2.6383,3.0802,0.2883,49.419,0.06358,0.01915,0.101,1.9558,-1.9779,151.7912,0.73684
2014-09-24T01:32:31Z,2422.982,2.5834,2.8643,0.1803,47.952,0.08195,0.04351,0.07363,2.0374,-1.8951,151.811,0.73924
2014-09-24T01:32:32Z,2421.894,2.6489,2.5668,0.3216,44.098,0.07614,0.05711,0.0923,2.038,-2.0577,151.9417,0.74543
2014-09-24T01:32:33Z,2421.44,2.7859,2.8983,0.3175,46.133,0.07883,0.01324,0.05548,2.0149,-1.8786,151.7951,0.71883
2014-09-24T01:32:34Z,2420.719,2.635,2.9247,0.1403,47.982,0.12965,-0.00284,0.05933,1.9295,-1.9725,151.9309,0.73738
2014-09-24T01:32:35Z,2420.48,2.5909,2.7435,0.364,46.638,0.07593,0.02171,0.10098,2.085,-1.9176,151.9112,0.73617
2014-09-24T01:32:36Z,2419.025,2.6335,2.9266,0.2092,48.018,0.06038,0.05545,0.03335,2.1499,-1.9287,151.9577,0.74074
2014-09-24T01:32:37Z,2418.439,2.4693,2.8549,0.2098,49.143,0.12156,0.02763,0.05791,1.9956,-1.8567,152.1123,0.73112
2014-09-24T01:32:38Z,2417.031,2.7175,2.7135,0.2149,44.958,0.06731,0.03012,0.09655,2.1363,-1.9004,151.9028,0.74609
2014-09-24T01:32:39Z,2415.899,2.3874,3.021,0.2122,51.682,0.03508,0.05838,0.06341,2.0587,-1.7776,152.1091,0.73123
2014-09-24T01:32:40Z,2415.079,2.5858,2.8406,-0.0576,47.689,0.0569,0.01517,0.06189,2.1646,-1.8078,151.9765,0.73328
2014-09-24T01:32:41Z,2414.262,2.7633,2.8691,0.187,46.076,0.04446,0.03283,0.06274,2.0225,-1.9447,152.0004,0.73146
2014-09-24T01:32:42Z,2414.356,2.6906,2.8642,0.0692,46.79,0.03082,-0.00309,0.07264,1.9929,-1.766,152.1031,0.74645
2014-09-24T01:32:43Z,2412.415,2.7322,3.1256,0.3685,48.841,0.06694,0.04249,0.09721,2.0464,-1.8438,152.0406,0.71977
2014-09-24T01:32:44Z,2412.084,2.6303,2.9383,0.3646,48.166,0.07445,0.03992,0.0935,1.9412,-1.8499,151.9901,0.75061
2014-09-24T01:32:45Z,2410.558,2.8134,2.9623,0.2914,46.476,0.1059,0.05378,0.07102,2.0051,-1.7899,152.0537,0.74797
2014-09-24T01:32:46Z,2410.28,2.7729,2.8884,0.1825,46.169,0.09231,0.00497,0.09838,2.0754,-1.9352,151.9244,0.73154
2014-09-24T01:32:47Z,2409.164,2.6985,3.0293,0.1057,48.305,0.09134,0.02851,0.07995,2.0307,-1.9565,152.1516,0.74417
2014-09-24T01:32:48Z,2408.047,2.7681,3.1676,0.1409,48.851,0.05459,0.00105,0.09321,1.9586,-1.8384,151.8146,0.7369
2014-09-24T01:32:49Z,2407.156,2.7385,3.0674,0.4011,48.242,0.09921,0.02656,0.04636,1.9729,-1.8832,152.2248,0.74899
2014-09-24T01:32:50Z,2406.005,2.5575,3.0787,0.1378,50.283,0.11203,0.06946,0.11586,2.013,-1.6631,152.2088,0.7433
2014-09-24T01:32:51Z,2405.451,2.4184,3.0711,-0.0284,51.781,0.08727,0.0241,0.07823,2.0057,-1.8844,152.3187,0.75318
2014-09-24T01:32:52Z,2404.192,2.6805,2.7787,0.3104,46.03,0.08812,-0.00233,0.00434,2.0028,-1.8144,152.3879,0.72309
2014-09-24T01:32:53Z,2402.975,2.6968,2.8598,0.3576,46.68,0.04609,0.01453,0.11486,1.9649,-1.7966,152.2745,0.73708
2014-09-24T01:32:54Z,2402.005,2.7756,2.9656,0.3736,46.895,0.10421,-0.00905,0.07382,1.8664,-1.7079,152.1294,0.72174
2014-09-24T01:32:55Z,2401.558,2.468,2.8918,0.3117,49.521,0.12251,-0.00147,0.06413,1.8736,-1.8803,152.4205,0.73137
2014-09-24T01:32:56Z,2401.092,2.4689,2.8453,0.3281,49.052,0.0862,0.04739,0.05919,1.958,-1.9241,152.095,0.75353
2014-09-24T01:32:57Z,2399.632,2.6716,2.7301,0.2135,45.62,0.0634,-0.00584,0.08564,1.9816,-1.6781,152.0352,0.73929
2014-09-24T01:32:58Z,2398.568,2.5891,2.8142,0.0007,47.385,0.07433,0.03782,0.05276,1.9651,-1.7776,152.4218,0.74346
2014-09-24T01:32:59Z,2397.74,2.3138,2.9826,0.2113,52.196,0.06799,0.03034,0.06086,1.8486,-1.7138,152.3077,0.73974
2014-09-24T01:33:00Z,2397.123,2.6495,3.0152,0.2708,48.693,0.06961,0.01611,0.06178,1.8839,-1.7045,152.071,0.73929
2014-09-24T01:33:01Z,2395.765,2.313,2.9124,0.1953,51.544,0.09493,0.03477,0.0686,1.7952,-1.6852,152.134,0.73159
2014-09-24T01:33:02Z,2394.562,2.4464,3.0487,0.191,51.255,0.08582,0.00533,0.06334,1.7708,-1.7923,152.3357,0.73019
2014-09-24T01:33:03Z,2394.108,2.7873,2.9761,0.1128,46.876,0.10404,0.04949,0.09785,1.8814,-1.8086,152.2045,0.73157
2014-09-24T01:33:04Z,2392.882,2.8557,3.2102,0.1092,48.345,0.08831,0.0107,0.08361,1.9762,-1.911,152.2298,0.71424
